ticker,company,sector,financial_year,period_end,market_cap_cr,revenue_cr,gross_profit_cr,operating_income_cr,ebitda_cr,interest_expense_cr,net_profit_cr,total_assets_cr,total_liabilities_cr,total_equity_cr,current_assets_cr,current_liabilities_cr,inventory_cr,operating_cash_flow_cr,free_cash_flow_cr,capital_expenditure_cr
NTPC.NS,NTPC,Power,2023,2023-03-31,345637.67618318065,174076.15,62694.58,33222.68,50008.39,10885.53,16912.55,447913.25,296959.63,147023.17,69906.86,88770.13,14240.37,47151.78,22333.26,-24818.52
NTPC.NS,NTPC,Power,2024,2024-03-31,345637.67618318065,176719.61,65845.53,33149.69,55598.39,12253.31,20811.89,480196.57,315074.29,160709.27,83154.06,101055.34,18019.12,40099.19,9283.27,-30815.92
NTPC.NS,NTPC,Power,2025,2025-03-31,345637.67618318065,188138.06,81105.63,36726.38,59065.67,13168.07,23422.46,524164.59,333041.91,184071.16,93051.68,103639.49,18722.26,50487.84,9152.59,-41335.25
NTPC.NS,NTPC,Power,2026,2026-03-31,345637.67618318065,187384.63,89142.16,35656.42,60563.78,13800.89,27052.52,558643.56,347490.5,203175.67,94505.35,117122.54,18662.62,50901.81,6852.03,-44049.78
ONGC.NS,Oil & Natural Gas Corp,Oil & Gas,2022,2022-03-31,299209.3560284682,,,,,,,,,,,,,,,
ONGC.NS,Oil & Natural Gas Corp,Oil & Gas,2023,2023-03-31,299209.3560284682,629510.144,122262.82,67313.831,77668.867,7035.152,36709.334,642773.732,343180.303,284545.378,116765.231,134532.656,45962.393,86062.101,35131.849,-50930.252
ONGC.NS,Oil & Natural Gas Corp,Oil & Gas,2024,2024-03-31,299209.3560284682,598644.233,139997.066,77045.284,116886.564,11742.421,49143.926,741997.923,382373.669,339068.876,140220.746,169347.478,53792.779,98846.605,46727.794,-52118.811
ONGC.NS,Oil & Natural Gas Corp,Oil & Gas,2025,2025-03-31,299209.3560284682,663260.58,201507.39,114600.55,102138.83,14534.95,36225.62,758723.102,384487.985,343440.476,134796.542,166842.006,58956.33,90855.6,35181.33,-55674.27
ONGC.NS,Oil & Natural Gas Corp,Oil & Gas,2026,2026-03-31,299209.3560284682,662247.32,222522.06,134070.85,118042.47,13028.85,41424.38,791905.18,382211.9,371767.8,141939.38,168888.58,64918.27,112719.34,58728.86,-53990.48
POWERGRID.NS,Power Grid Corp,Power,2022,2022-03-31,267717.8866065531,,39472.55,,,,,,,,,,,,,
POWERGRID.NS,Power Grid Corp,Power,2023,2023-03-31,267717.8866065531,44005.22,42679.34,25520.66,39250.1,8463.67,15419.74,252273.06,169246.77,83026.29,25394.02,30971.09,1339.95,40202.87,31960.24,-8242.63
POWERGRID.NS,Power Grid Corp,Power,2024,2024-03-31,267717.8866065531,44202.75,42705.59,26807.62,41125.59,8944.98,15573.16,250890.52,163745.41,87145.11,26674.65,35820.32,1406.29,37289.5,25879.82,-11409.68
POWERGRID.NS,Power Grid Corp,Power,2025,2025-03-31,267717.8866065531,45792.32,42455.79,26161.22,40622.17,8700.13,15521.44,266107.19,173444.38,92662.81,29499.28,40605.53,1802.52,36221.82,12087.78,-24134.04
POWERGRID.NS,Power Grid Corp,Power,2026,2026-03-31,267717.8866065531,46732.87,,24949.39,38798.31,8447.58,15927.95,294727.26,194233.23,100494.03,33614.27,53798.35,2126.35,40930.58,3651.47,-37279.11
RELIANCE.NS,Reliance Industries,Energy,2022,2022-03-31,1764634.431604,,,,,,,,,,,,,,,
RELIANCE.NS,Reliance Industries,Energy,2023,2023-03-31,1764634.431604,877835.0,205937.0,102015.0,153307.0,18958.0,66702.0,1607431.0,778550.0,715872.0,425296.0,395743.0,140008.0,115032.0,-25956.0,-140988.0
RELIANCE.NS,Reliance Industries,Energy,2024,2024-03-31,1764634.431604,901064.0,226465.0,111666.0,176944.0,21772.0,69621.0,1755986.0,830198.0,793481.0,470100.0,397367.0,152770.0,158788.0,5905.0,-152883.0
RELIANCE.NS,Reliance Industries,Energy,2025,2025-03-31,1764634.431604,964693.0,242006.0,112462.0,181274.0,22121.0,69648.0,1950121.0,940493.0,843200.0,499270.0,453737.0,146062.0,178703.0,38736.0,-139967.0
RELIANCE.NS,Reliance Industries,Energy,2026,2026-03-31,1764634.431604,1057219.0,270395.0,121377.0,204906.0,24056.0,80775.0,2178140.0,1092274.0,904030.0,594249.0,541254.0,166941.0,192113.0,69197.0,-122916.0
SBILIFE.NS,SBI Life Insurance,Insurance,2022,2022-03-31,179449.62941794458,,,1582.7483,,21.9908,,,,,,,,,,
SBILIFE.NS,SBI Life Insurance,Insurance,2023,2023-03-31,179449.62941794458,80639.0392,,1783.2839,,24.8369,1720.5724,314599.1696,301581.6875,13017.4821,,,,,28592.8447,-63.2015
SBILIFE.NS,SBI Life Insurance,Insurance,2024,2024-03-31,179449.62941794458,130925.56,,1951.24,,9.13,1893.78,398277.25,383368.69,14908.56,,,,,29007.47,-114.39
SBILIFE.NS,SBI Life Insurance,Insurance,2025,2025-03-31,179449.62941794458,116919.89,,2506.11,,11.44,2413.3,457095.43,440110.08,16985.35,,,,,25440.46,-106.19
SBILIFE.NS,SBI Life Insurance,Insurance,2026,2026-03-31,179449.62941794458,112291.11,,,,,2470.3,500045.94,480959.94,19086.0,,,,,34337.67,-185.0
SBIN.NS,State Bank of India,Financial Services,2022,2022-03-31,959984.228944,,,,,,,,,,,,,,,
SBIN.NS,State Bank of India,Financial Services,2023,2023-03-31,959984.228944,270336.9068,,,,189980.8167,55648.1728,5954418.317,5582650.3795,358931.3181,,,,-86013.6796,-90057.3111,-4043.6315
SBIN.NS,State Bank of India,Financial Services,2024,2024-03-31,959984.228944,323613.5037,,,,259736.0481,67084.6661,6733778.7997,6303221.6658,414939.1715,,,,21632.431,17457.3048,-4175.1262
SBIN.NS,State Bank of India,Financial Services,2025,2025-03-31,959984.228944,349523.4156,,,,300943.3353,77561.3371,7314185.3408,6809122.7433,487036.7587,,,,45484.0086,39846.7845,-5637.2241
SBIN.NS,State Bank of India,Financial Services,2026,2026-03-31,959984.228944,381709.177,,,,315004.8084,83298.7824,8321568.5742,7706669.4225,596130.8694,,,,38097.39,29734.4318,-8362.9582
SHRIRAMFIN.NS,Shriram Finance,Financial Services,2022,2022-03-31,250256.0472696583,,,,,,,,,,,,,,,
SHRIRAMFIN.NS,Shriram Finance,Financial Services,2023,2023-03-31,250256.0472696583,16930.99,,,,12931.27,6011.04,210572.69,166773.15,43512.86,,,,-17625.25,-17821.84,-196.59
SHRIRAMFIN.NS,Shriram Finance,Financial Services,2024,2024-03-31,250256.0472696583,19083.4,,,,14802.6,7366.38,248266.31,198589.67,48947.12,,,,-31118.27,-31363.87,-245.6
SHRIRAMFIN.NS,Shriram Finance,Financial Services,2025,2025-03-31,250256.0472696583,21987.26,,,,18454.58,9553.82,293997.57,237527.75,56469.82,,,,-43651.9,-43906.49,-254.59
SHRIRAMFIN.NS,Shriram Finance,Financial Services,2026,2026-03-31,250256.0472696583,25034.27,,,,21521.02,10024.16,321374.52,255455.93,65918.59,,,,-13281.43,-13477.67,-196.24
SUNPHARMA.NS,Sun Pharmaceutical,Pharmaceuticals,2022,2022-03-31,457025.33680110273,,,,,,,,,,,,,,,
SUNPHARMA.NS,Sun Pharmaceutical,Pharmaceuticals,2023,2023-03-31,457025.33680110273,43278.87,31336.45,9277.36,12110.86,172.0,8473.58,80743.59,21428.12,55995.38,39883.34,19907.0,10513.05,4959.33,2873.75,-2085.58
SUNPHARMA.NS,Sun Pharmaceutical,Pharmaceuticals,2024,2024-03-31,457025.33680110273,47758.45,35688.79,10468.03,13883.15,238.47,9576.38,85499.65,18373.71,63666.75,43474.98,16984.4,9868.29,12134.98,9933.17,-2201.81
SUNPHARMA.NS,Sun Pharmaceutical,Pharmaceuticals,2025,2025-03-31,457025.33680110273,52041.25,41293.89,12510.77,16558.88,231.36,10929.04,92100.58,19614.63,72218.02,52624.47,18194.21,10243.33,14072.09,11943.51,-2128.58
SUNPHARMA.NS,Sun Pharmaceutical,Pharmaceuticals,2026,2026-03-31,457025.33680110273,58220.11,46676.43,13553.37,18395.64,338.91,11479.42,108785.22,24905.48,83570.09,63891.19,22622.04,11492.93,12419.18,8809.81,-3609.37
TATACONSUM.NS,Tata Consumer Products,FMCG,2022,2022-03-31,110513.68224530772,,,,,,,,,,,,,,,
TATACONSUM.NS,Tata Consumer Products,FMCG,2023,2023-03-31,110513.68224530772,13659.81,5368.62,1553.35,2184.8,87.16,1203.77,22811.13,5684.25,16276.71,8308.58,3924.68,2701.67,1461.29,1149.54,-311.75
TATACONSUM.NS,Tata Consumer Products,FMCG,2024,2024-03-31,110513.68224530772,15098.51,6299.15,1910.19,2202.68,129.81,1150.33,28020.94,10584.81,16056.79,7426.63,6210.29,2769.35,1936.68,1601.99,-334.69
TATACONSUM.NS,Tata Consumer Products,FMCG,2025,2025-03-31,110513.68224530772,17508.41,7175.25,1879.76,2667.49,290.2,1278.47,31977.68,10587.38,20001.08,8969.65,5868.3,3599.91,2056.65,1597.11,-459.54
TATACONSUM.NS,Tata Consumer Products,FMCG,2026,2026-03-31,110513.68224530772,20170.61,7978.25,2174.06,2936.49,137.03,1542.3,34452.96,11264.1,21787.53,10317.09,6605.63,3526.76,2421.85,1973.28,-448.57
TATASTEEL.NS,Tata Steel,Metals,2022,2022-03-31,236715.6714818658,,,,,,,,,,,,,,,
TATASTEEL.NS,Tata Steel,Metals,2023,2023-03-31,236715.6714818658,241636.25,95596.12,21307.15,33875.23,6298.7,8760.4,288021.74,182846.53,103082.1,86665.54,97295.13,54415.33,21683.08,7540.59,-14142.49
TATASTEEL.NS,Tata Steel,Metals,2024,2024-03-31,236715.6714818658,227296.2,91718.96,12381.71,16248.89,7507.57,-4437.44,273423.5,180990.76,92035.76,70548.25,98403.48,49157.51,20300.67,2094.07,-18206.6
TATASTEEL.NS,Tata Steel,Metals,2025,2025-03-31,236715.6714818658,216840.35,93741.48,14877.12,26180.21,7340.95,3420.51,279394.8,188042.02,91169.63,68391.54,86093.56,44589.94,23137.58,7467.06,-15670.52
TATASTEEL.NS,Tata Steel,Metals,2026,2026-03-31,236715.6714818658,230293.47,107200.99,22397.93,35092.76,7167.06,10793.87,301254.11,197473.66,102167.65,72520.17,96917.64,47249.22,35064.46,20505.41,-14559.05
TCS.NS,Tata Consultancy Services,Information Technology,2022,2022-03-31,757446.6218933,,,,,,,,,,,,,,,
TCS.NS,Tata Consultancy Services,Information Technology,2023,2023-03-31,757446.6218933,225458.0,105699.0,54377.0,62708.0,779.0,42147.0,143651.0,52445.0,90424.0,110270.0,43558.0,28.0,41965.0,38865.0,-3100.0
TCS.NS,Tata Consultancy Services,Information Technology,2024,2024-03-31,757446.6218933,240893.0,108022.0,59425.0,67760.0,778.0,45908.0,146449.0,55130.0,90489.0,112984.0,46104.0,28.0,44338.0,41664.0,-2674.0
TCS.NS,Tata Consultancy Services,Information Technology,2025,2025-03-31,757446.6218933,255324.0,109641.0,62293.0,71369.0,796.0,48553.0,159629.0,63858.0,94756.0,123011.0,53001.0,21.0,48908.0,44971.0,-3937.0
TCS.NS,Tata Consultancy Services,Information Technology,2026,2026-03-31,757446.6218933,267021.0,120418.0,67022.0,72274.0,1227.0,49210.0,182372.0,73894.0,107240.0,135705.0,60914.0,29.0,52094.0,47948.0,-4146.0
TECHM.NS,Tech Mahindra,Information Technology,2022,2022-03-31,124909.80444963784,,,,,,,,,,,,,,,
TECHM.NS,Tech Mahindra,Information Technology,2023,2023-03-31,124909.80444963784,53290.2,14571.2,6249.6,8727.8,325.6,4831.3,46153.3,17758.6,27924.5,24432.7,13321.0,23.6,5572.0,4556.8,-1015.2
TECHM.NS,Tech Mahindra,Information Technology,2024,2024-03-31,124909.80444963784,51995.6,12968.0,3422.3,5433.7,392.2,2357.8,43423.6,16276.8,26669.4,23425.3,12616.6,37.5,6376.4,5585.3,-791.1
TECHM.NS,Tech Mahindra,Information Technology,2025,2025-03-31,124909.80444963784,52988.3,14168.2,5167.5,7827.8,321.7,4251.5,44494.5,16702.8,27361.5,23679.2,12674.0,39.4,5785.7,5192.2,-593.5
TECHM.NS,Tech Mahindra,Information Technology,2026,2026-03-31,124909.80444963784,56815.4,16021.5,7387.9,8792.1,337.4,4810.9,49369.4,19292.4,29615.4,27574.7,14497.5,104.2,6172.0,5476.3,-695.7
TITAN.NS,Titan Company,Consumer Durables,2022,2022-03-31,395719.76960115135,,,,,,,,,,,,,,,
TITAN.NS,Titan Company,Consumer Durables,2023,2023-03-31,395719.76960115135,40447.0,10036.0,4480.0,5188.0,300.0,3250.0,27023.0,15119.0,11851.0,22407.0,13264.0,16584.0,1370.0,938.0,-432.0
TITAN.NS,Titan Company,Consumer Durables,2024,2024-03-31,395719.76960115135,50936.0,11447.0,4723.0,5826.0,619.0,3496.0,31550.0,22157.0,9393.0,25608.0,16529.0,19051.0,1695.0,1004.0,-691.0
TITAN.NS,Titan Company,Consumer Durables,2025,2025-03-31,395719.76960115135,57143.0,9687.0,5001.0,6181.0,953.0,3337.0,40647.0,29023.0,11624.0,34434.0,25793.0,28184.0,-541.0,-1035.0,-494.0
TITAN.NS,Titan Company,Consumer Durables,2026,2026-03-31,395719.76960115135,76797.0,6490.0,7529.0,8807.0,1180.0,5073.0,60561.0,44858.0,15703.0,50781.0,39793.0,42743.0,5590.0,4688.0,-902.0
TRENT.NS,Trent,Retail,2022,2022-03-31,178131.5876794067,,,,,,,,,,,,,,,
TRENT.NS,Trent,Retail,2023,2023-03-31,178131.5876794067,8112.33,3319.89,613.43,1415.64,369.15,444.63,8081.53,5418.56,2595.49,2377.78,1093.98,1361.16,594.88,91.48,-503.4
TRENT.NS,Trent,Retail,2024,2024-03-31,178131.5876794067,12205.31,5159.39,1283.92,2911.77,319.1,1486.8,7161.75,3059.16,4067.74,3109.85,1541.47,1582.73,1348.98,612.03,-736.95
TRENT.NS,Trent,Retail,2025,2025-03-31,178131.5876794067,16873.72,7029.49,1903.99,3064.24,138.59,1546.72,9419.64,3836.28,5461.74,3673.45,2010.69,2045.05,1660.9,392.71,-1268.19
TRENT.NS,Trent,Retail,2026,2026-03-31,178131.5876794067,19850.11,8491.19,2378.22,3766.75,168.35,1719.65,11728.58,4620.62,6984.68,4058.3,3210.99,2289.01,2667.62,904.77,-1762.85
ULTRACEMCO.NS,UltraTech Cement,Cement,2022,2022-03-31,344855.0631105,,,,,,,,,,,,,,,
ULTRACEMCO.NS,UltraTech Cement,Cement,2023,2023-03-31,344855.0631105,62337.6,49510.35,7577.15,11066.19,761.95,5063.96,91386.96,37006.79,54324.54,20742.9,23431.79,6611.83,9068.51,2868.4,-6200.11
ULTRACEMCO.NS,UltraTech Cement,Cement,2024,2024-03-31,344855.0631105,69809.53,54487.4,9668.29,13527.3,959.78,7005.0,100802.01,40518.59,60227.48,23158.37,26905.96,8329.74,10897.54,1891.95,-9005.59
ULTRACEMCO.NS,UltraTech Cement,Cement,2025,2025-03-31,344855.0631105,75955.13,62251.4,8542.5,13193.62,1650.54,6039.11,133697.16,59803.8,70706.77,23737.2,32364.97,9562.98,10673.43,1544.1,-9129.33
ULTRACEMCO.NS,UltraTech Cement,Cement,2026,2026-03-31,344855.0631105,88511.53,71323.17,12375.77,17443.36,1871.71,8165.64,141376.05,60663.61,76623.54,25247.44,33831.7,9694.28,15315.86,5638.09,-9677.77
WIPRO.NS,Wipro,Information Technology,2022,2022-03-31,174172.07494495017,,,,,,,,,,,,,,,
WIPRO.NS,Wipro,Information Technology,2023,2023-03-31,174172.07494495017,90487.6,25943.0,13513.4,18888.3,782.4,11350.0,117582.2,39406.9,78116.4,66109.6,26775.3,118.8,13060.1,11576.7,-1483.4
WIPRO.NS,Wipro,Information Technology,2024,2024-03-31,174172.07494495017,89760.3,26610.6,13575.9,18954.1,826.0,11045.2,115245.9,40123.6,74988.3,65066.2,25245.8,90.7,17621.6,16570.6,-1051.0
WIPRO.NS,Wipro,Information Technology,2025,2025-03-31,174172.07494495017,89088.4,27308.2,15068.6,21378.3,924.7,13135.4,128652.0,45607.3,82830.9,77777.5,28625.3,69.4,16942.6,15438.9,-1503.7
WIPRO.NS,Wipro,Information Technology,2026,2026-03-31,174172.07494495017,92624.0,27004.8,14912.6,21043.8,790.9,13197.4,141926.2,53138.5,88536.8,82635.4,40323.2,51.7,14931.6,13371.3,-1560.3
