ticker,company,sector,financial_year,revenue_cr,expenses_cr,operating_profit_cr,operating_margin_pct_reported,interest_cr,depreciation_cr,profit_before_tax_cr,tax_pct_reported,net_profit_cr,eps_rs,dividend_payout_pct,equity_capital_cr,reserves_cr,equity_cr,borrowings_cr,deposits_cr,other_liabilities_cr,total_liabilities_cr,fixed_assets_cr,cwip_cr,investments_cr,other_assets_cr,total_assets_cr,operating_cash_flow_cr,investing_cash_flow_cr,financing_cash_flow_cr,net_cash_flow_cr,free_cash_flow_cr
GRASIM.NS,Grasim Industries,Cement,2017,36068.0,28682.0,7387.0,20.0,702.0,1808.0,5952.0,29.0,4246.0,65.64,8.0,93.0,31294.0,31387.0,9213.0,,22147.0,62747.0,34786.0,1297.0,14200.0,12464.0,62747.0,7288.0,-3509.0,-3799.0,-20.0,5495.0
GRASIM.NS,Grasim Industries,Cement,2018,55894.0,44281.0,11612.0,21.0,3663.0,2724.0,5635.0,35.0,3688.0,39.43,15.0,131.0,57230.0,57361.0,67070.0,,83467.0,207899.0,69257.0,2290.0,65995.0,70356.0,207899.0,-4140.0,1546.0,3449.0,856.0,-7186.0
GRASIM.NS,Grasim Industries,Cement,2019,77200.0,60560.0,16640.0,22.0,6060.0,3571.0,5163.0,47.0,2745.0,24.91,27.0,132.0,57888.0,58020.0,84487.0,,98620.0,241127.0,87129.0,2766.0,62747.0,88484.0,241127.0,-1659.0,-2212.0,4158.0,287.0,-5667.0
GRASIM.NS,Grasim Industries,Cement,2020,68252.0,57880.0,10373.0,15.0,6890.0,4004.0,6554.0,-1.0,6639.0,64.9,6.0,132.0,56501.0,56633.0,84777.0,,102772.0,244181.0,87736.0,3904.0,66337.0,86204.0,244181.0,16620.0,-11364.0,-3418.0,1838.0,11638.0
GRASIM.NS,Grasim Industries,Cement,2021,76404.0,57769.0,18635.0,24.0,5723.0,4033.0,10009.0,30.0,6987.0,63.3,14.0,132.0,65362.0,65494.0,79078.0,,122777.0,267349.0,85023.0,5769.0,88017.0,88540.0,267349.0,15075.0,-7146.0,-8003.0,-75.0,11525.0
GRASIM.NS,Grasim Industries,Cement,2022,95701.0,75270.0,20431.0,21.0,4776.0,4161.0,13143.0,15.0,11206.0,110.96,9.0,132.0,75567.0,75699.0,74744.0,,138706.0,289149.0,88996.0,6615.0,96766.0,96771.0,289149.0,7038.0,-1053.0,-6733.0,-748.0,-1467.0
GRASIM.NS,Grasim Industries,Cement,2023,117627.0,96038.0,21589.0,18.0,6044.0,4552.0,14727.0,25.0,11078.0,100.33,10.0,132.0,78610.0,78742.0,103039.0,,155042.0,336823.0,94896.0,7778.0,105355.0,128793.0,336823.0,-12685.0,-13712.0,26469.0,72.0,-24610.0
GRASIM.NS,Grasim Industries,Cement,2024,130978.0,103783.0,27195.0,21.0,9277.0,5001.0,13700.0,28.0,9926.0,85.42,12.0,133.0,88520.0,88653.0,137155.0,,186309.0,412116.0,100494.0,18358.0,129306.0,163959.0,412116.0,-10719.0,-23114.0,33908.0,75.0,-30042.0
GRASIM.NS,Grasim Industries,Cement,2025,148478.0,120216.0,28262.0,19.0,12500.0,6454.0,10825.0,28.0,7756.0,54.46,18.0,136.0,97373.0,97509.0,186326.0,,216206.0,500040.0,141148.0,14765.0,140496.0,203632.0,500040.0,-17170.0,-23313.0,42978.0,2495.0,-33688.0
GRASIM.NS,Grasim Industries,Cement,2026,175431.0,139135.0,36296.0,21.0,15144.0,7726.0,14473.0,29.0,10300.0,72.98,14.0,136.0,103334.0,103470.0,227853.0,,238232.0,569555.0,150040.0,15877.0,114564.0,289074.0,569555.0,-17810.0,-17803.0,33523.0,-2090.0,-33130.0
HCLTECH.NS,HCL Technologies,Information Technology,2015,36701.0,28215.0,8486.0,23.0,91.0,404.0,9117.0,20.0,7342.0,26.02,58.0,281.0,23943.0,24224.0,648.0,,10372.0,35245.0,8275.0,552.0,869.0,25548.0,35245.0,5539.0,-2088.0,-3140.0,311.0,4338.0
HCLTECH.NS,HCL Technologies,Information Technology,2016,31136.0,24482.0,6654.0,21.0,74.0,410.0,7041.0,20.0,5602.0,19.86,40.0,282.0,27109.0,27391.0,1090.0,,10859.0,39341.0,9716.0,611.0,698.0,28315.0,39341.0,3823.0,-2208.0,-2237.0,-623.0,3074.0
HCLTECH.NS,HCL Technologies,Information Technology,2017,47568.0,37178.0,10390.0,22.0,89.0,828.0,10542.0,18.0,8606.0,30.16,40.0,285.0,32664.0,32949.0,582.0,,12231.0,45762.0,15235.0,448.0,1306.0,28773.0,45762.0,8995.0,-3890.0,-4517.0,588.0,5184.0
HCLTECH.NS,HCL Technologies,Information Technology,2018,50569.0,39323.0,11246.0,22.0,69.0,1383.0,11024.0,21.0,8722.0,31.32,19.0,278.0,36108.0,36386.0,557.0,,11046.0,47989.0,18753.0,320.0,2660.0,26256.0,47989.0,8328.0,-2236.0,-5714.0,378.0,3007.0
HCLTECH.NS,HCL Technologies,Information Technology,2019,60427.0,46501.0,13926.0,23.0,174.0,2073.0,12622.0,20.0,10120.0,37.31,11.0,271.0,41095.0,41366.0,4195.0,,12788.0,58349.0,22888.0,235.0,2305.0,32921.0,58349.0,8971.0,-3256.0,-1471.0,4244.0,5537.0
HCLTECH.NS,HCL Technologies,Information Technology,2020,70676.0,53360.0,17316.0,24.0,505.0,3420.0,13980.0,21.0,11057.0,40.75,25.0,543.0,50724.0,51267.0,7986.0,,23566.0,82819.0,37490.0,400.0,7066.0,37863.0,82819.0,13359.0,-12332.0,-3168.0,-2141.0,11530.0
HCLTECH.NS,HCL Technologies,Information Technology,2021,75379.0,55331.0,20048.0,27.0,511.0,4611.0,15853.0,30.0,11169.0,41.07,24.0,543.0,59370.0,59913.0,6864.0,,19270.0,86047.0,37145.0,312.0,6862.0,41728.0,86047.0,19618.0,-5665.0,-11192.0,2761.0,17865.0
HCLTECH.NS,HCL Technologies,Information Technology,2022,85651.0,65122.0,20529.0,24.0,319.0,4326.0,16951.0,20.0,13523.0,49.74,84.0,543.0,61371.0,61914.0,6343.0,,20664.0,88921.0,35077.0,129.0,6351.0,47364.0,88921.0,16900.0,1597.0,-14508.0,3989.0,15345.0
HCLTECH.NS,HCL Technologies,Information Technology,2023,101456.0,78828.0,22628.0,22.0,353.0,4145.0,19488.0,24.0,14845.0,54.73,88.0,543.0,64862.0,65405.0,4794.0,,23051.0,93250.0,34619.0,40.0,5495.0,53096.0,93250.0,18009.0,-3573.0,-15881.0,-1445.0,16565.0
HCLTECH.NS,HCL Technologies,Information Technology,2024,109913.0,85715.0,24198.0,22.0,553.0,4173.0,20967.0,25.0,15710.0,57.86,90.0,543.0,67720.0,68263.0,5756.0,,24987.0,99006.0,35063.0,108.0,7137.0,56698.0,99006.0,22448.0,-6608.0,-15464.0,376.0,21432.0
HCLTECH.NS,HCL Technologies,Information Technology,2025,117055.0,91551.0,25504.0,22.0,644.0,4084.0,23261.0,25.0,17399.0,64.08,94.0,543.0,69112.0,69655.0,6276.0,,28549.0,104480.0,36172.0,59.0,7564.0,60685.0,104480.0,22261.0,-4896.0,-18561.0,-1196.0,21178.0
HCLTECH.NS,HCL Technologies,Information Technology,2026,130144.0,103392.0,26752.0,21.0,869.0,4355.0,22102.0,25.0,16652.0,61.33,88.0,543.0,74622.0,75165.0,5215.0,,35878.0,116258.0,37379.0,60.0,7090.0,71729.0,116258.0,19975.0,-1473.0,-19369.0,-867.0,18576.0
HDFCBANK.NS,HDFC Bank,Financial Services,2015,50666.0,16164.0,7214.0,14.0,27288.0,680.0,16079.0,33.0,10703.0,10.66,19.0,501.0,62653.0,63154.0,59478.0,450284.0,34181.0,607097.0,3225.0,0.0,149454.0,454417.0,607097.0,-21281.0,-800.0,18694.0,-3387.0,-22020.0
HDFCBANK.NS,HDFC Bank,Financial Services,2016,63162.0,20055.0,9037.0,14.0,34070.0,738.0,19511.0,34.0,12821.0,12.66,19.0,506.0,73798.0,74304.0,103714.0,545873.0,38321.0,762212.0,3667.0,0.0,193634.0,564912.0,762212.0,-34435.0,-837.0,37815.0,2542.0,-35301.0
HDFCBANK.NS,HDFC Bank,Financial Services,2017,73271.0,23856.0,11374.0,16.0,38042.0,886.0,23393.0,35.0,15317.0,14.91,18.0,513.0,91281.0,91794.0,98416.0,643134.0,59000.0,892344.0,4000.0,0.0,210777.0,677567.0,892344.0,17282.0,-1146.0,-5893.0,10242.0,16134.0
HDFCBANK.NS,HDFC Bank,Financial Services,2018,85288.0,29532.0,13374.0,16.0,42381.0,967.0,28464.0,35.0,18561.0,17.83,18.0,519.0,109080.0,109599.0,156442.0,788375.0,48770.0,1103186.0,4008.0,0.0,238461.0,860717.0,1103186.0,17214.0,-842.0,57378.0,73750.0,16377.0
HDFCBANK.NS,HDFC Bank,Financial Services,2019,105161.0,34856.0,16592.0,16.0,53713.0,1221.0,34318.0,35.0,22446.0,20.5,18.0,545.0,153128.0,153673.0,157733.0,922503.0,58898.0,1292806.0,4369.0,0.0,289446.0,998991.0,1292806.0,-62872.0,-1503.0,23131.0,-41244.0,-64470.0
HDFCBANK.NS,HDFC Bank,Financial Services,2020,122189.0,45459.0,14593.0,12.0,62137.0,1277.0,38195.0,29.0,27296.0,24.85,5.0,548.0,175810.0,176358.0,186834.0,1146207.0,71430.0,1580830.0,4776.0,0.0,389305.0,1186750.0,1580830.0,-16869.0,-1403.0,24394.0,6122.0,-18486.0
HDFCBANK.NS,HDFC Bank,Financial Services,2021,128552.0,52457.0,16848.0,13.0,59248.0,1385.0,42796.0,26.0,31857.0,28.87,11.0,551.0,209259.0,209810.0,177697.0,1333721.0,78279.0,1799507.0,5248.0,0.0,438823.0,1355435.0,1799507.0,42476.0,-1823.0,-7321.0,33332.0,40796.0
HDFCBANK.NS,HDFC Bank,Financial Services,2022,135936.0,56557.0,20795.0,15.0,58584.0,1681.0,50873.0,25.0,38151.0,34.31,23.0,555.0,246772.0,247327.0,226966.0,1558003.0,90639.0,2122934.0,6432.0,0.0,449264.0,1667238.0,2122934.0,-11960.0,-2051.0,48124.0,34113.0,-14176.0
HDFCBANK.NS,HDFC Bank,Financial Services,2023,170754.0,63042.0,29932.0,18.0,77780.0,2345.0,61498.0,25.0,46149.0,41.22,23.0,558.0,288880.0,289438.0,256549.0,1882663.0,101783.0,2530432.0,8431.0,0.0,511582.0,2010419.0,2530432.0,20814.0,-2992.0,23941.0,41762.0,17390.0
HDFCBANK.NS,HDFC Bank,Financial Services,2024,283649.0,174196.0,-44685.0,-16.0,154139.0,3092.0,76569.0,15.0,65446.0,42.16,23.0,760.0,455636.0,456396.0,730615.0,2376887.0,466296.0,4030194.0,12604.0,0.0,1005682.0,3011909.0,4030194.0,19069.0,16600.0,-3983.0,31687.0,14882.0
HDFCBANK.NS,HDFC Bank,Financial Services,2025,336367.0,186974.0,-34501.0,-10.0,183894.0,3805.0,96242.0,24.0,73440.0,46.26,24.0,765.0,521024.0,521789.0,634606.0,2710898.0,524817.0,4392110.0,15258.0,0.0,1186473.0,3190379.0,4392110.0,127242.0,-3651.0,-102478.0,21113.0,123267.0
HDFCBANK.NS,HDFC Bank,Financial Services,2026,348615.0,207830.0,-44706.0,-13.0,185491.0,0.0,102141.0,22.0,79219.0,49.39,31.0,1539.0,579975.0,581514.0,588485.0,3099638.0,638404.0,4908041.0,16492.0,0.0,1280216.0,3611333.0,4908041.0,113506.0,6363.0,-59005.0,60864.0,110144.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2015,27215.0,26341.0,874.0,3.0,-14.0,43.0,924.0,15.0,786.0,3.94,18.0,1995.0,546.0,2541.0,0.0,,66767.0,69309.0,346.0,6.0,67024.0,1932.0,69309.0,4459.0,-3514.0,-168.0,777.0,4352.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2016,18141.0,17187.0,953.0,5.0,8.0,45.0,1008.0,19.0,817.0,4.09,22.0,1995.0,1108.0,3103.0,0.0,,73441.0,76544.0,335.0,12.0,74144.0,2053.0,76544.0,5687.0,-3962.0,-212.0,1513.0,5654.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2017,30647.0,29674.0,972.0,3.0,9.0,41.0,1061.0,16.0,887.0,4.44,25.0,1998.0,1828.0,3826.0,0.0,,91270.0,95097.0,337.0,16.0,91723.0,3020.0,95097.0,6230.0,-5177.0,-236.0,817.0,6183.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2018,32260.0,31186.0,1074.0,3.0,11.0,44.0,1300.0,15.0,1107.0,5.5,25.0,2012.0,2693.0,4705.0,0.0,,105778.0,110483.0,336.0,5.0,106590.0,3551.0,110483.0,6739.0,-4421.0,-196.0,2122.0,6706.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2019,38855.0,37640.0,1215.0,3.0,14.0,45.0,1291.0,1.0,1278.0,6.33,26.0,2017.0,3625.0,5642.0,0.0,,124378.0,130020.0,370.0,10.0,124958.0,4682.0,130020.0,9868.0,-10182.0,-337.0,-651.0,9825.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2020,29380.0,28239.0,1141.0,4.0,0.0,47.0,1463.0,11.0,1297.0,6.43,0.0,2019.0,4788.0,6807.0,0.0,,125417.0,132224.0,322.0,8.0,127256.0,4637.0,132224.0,7388.0,-7789.0,38.0,-364.0,7351.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2021,71528.0,70294.0,1235.0,2.0,0.0,51.0,1629.0,16.0,1361.0,6.73,30.0,2021.0,6619.0,8640.0,600.0,,170415.0,179655.0,585.0,14.0,173564.0,5493.0,179655.0,9703.0,-8952.0,678.0,1429.0,9643.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2022,67126.0,66348.0,778.0,1.0,0.0,56.0,1487.0,11.0,1327.0,6.28,27.0,2113.0,13501.0,15614.0,600.0,,214521.0,230734.0,6605.0,20.0,216551.0,7559.0,230734.0,5943.0,-801.0,-238.0,4904.0,5887.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2023,70207.0,70127.0,80.0,0.0,0.0,76.0,1441.0,5.0,1368.0,6.37,30.0,2149.0,10844.0,12993.0,950.0,,234126.0,248069.0,997.0,31.0,238197.0,8844.0,248069.0,6883.0,-10071.0,1985.0,-1203.0,6797.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2024,101482.0,100836.0,646.0,1.0,0.0,79.0,977.0,-61.0,1574.0,7.32,27.0,2151.0,12515.0,14666.0,950.0,,287071.0,302687.0,1549.0,28.0,291128.0,9982.0,302687.0,10721.0,-13622.0,-403.0,-3304.0,10587.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2025,96922.0,95894.0,1028.0,1.0,0.0,104.0,1290.0,-40.0,1811.0,8.41,25.0,2153.0,14002.0,16155.0,2950.0,,330307.0,349412.0,2143.0,109.0,334756.0,12404.0,349412.0,15597.0,-13633.0,1607.0,3572.0,15300.0
HDFCLIFE.NS,HDFC Life Insurance,Insurance,2026,99432.0,97679.0,1753.0,2.0,0.0,161.0,2057.0,7.0,1912.0,8.86,24.0,2158.0,15592.0,17750.0,3099.0,,369654.0,390502.0,2716.0,139.0,373340.0,14308.0,390502.0,22625.0,-23849.0,-275.0,-1499.0,22341.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2015,27538.0,24018.0,3520.0,13.0,12.0,540.0,3292.0,29.0,2364.0,118.42,51.0,40.0,6500.0,6540.0,100.0,,4014.0,10654.0,2952.0,719.0,3118.0,3864.0,10654.0,2186.0,31.0,-2131.0,86.0,955.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2016,28457.0,24033.0,4424.0,16.0,15.0,443.0,4387.0,29.0,3112.0,157.34,46.0,40.0,8794.0,8834.0,232.0,,3829.0,12896.0,3784.0,653.0,4501.0,3958.0,12896.0,3722.0,-2300.0,-1475.0,-53.0,2094.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2017,28610.0,24025.0,4585.0,16.0,27.0,502.0,4885.0,27.0,3546.0,179.49,47.0,40.0,10276.0,10316.0,261.0,,4736.0,15312.0,4599.0,581.0,6066.0,4066.0,15312.0,4007.0,-1972.0,-2036.0,-1.0,2771.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2018,32458.0,27124.0,5334.0,16.0,31.0,575.0,5292.0,30.0,3722.0,186.29,51.0,40.0,11932.0,11972.0,228.0,,5197.0,17397.0,4961.0,355.0,7669.0,4411.0,17397.0,4017.0,-1858.0,-2102.0,57.0,3196.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2019,33971.0,28946.0,5025.0,15.0,37.0,624.0,5104.0,32.0,3466.0,172.44,50.0,40.0,13080.0,13120.0,312.0,,5072.0,18504.0,4952.0,573.0,6114.0,6865.0,18504.0,1032.0,1298.0,-2252.0,78.0,57.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2020,29254.0,25184.0,4070.0,14.0,47.0,846.0,4611.0,21.0,3659.0,182.14,49.0,40.0,14366.0,14406.0,453.0,,4815.0,19674.0,6473.0,391.0,8359.0,4451.0,19674.0,5518.0,-2819.0,-2602.0,97.0,4230.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2021,30959.0,26902.0,4058.0,13.0,46.0,715.0,3849.0,24.0,2936.0,146.05,72.0,40.0,15376.0,15416.0,584.0,,7096.0,23096.0,6380.0,495.0,10582.0,5639.0,23096.0,4110.0,-2289.0,-1852.0,-31.0,3537.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2022,29551.0,26295.0,3256.0,11.0,53.0,690.0,3058.0,24.0,2329.0,115.95,82.0,40.0,15807.0,15847.0,605.0,,6027.0,22478.0,6194.0,517.0,10528.0,5240.0,22478.0,2104.0,-222.0,-1975.0,-94.0,1545.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2023,34158.0,30060.0,4099.0,12.0,105.0,697.0,3864.0,28.0,2800.0,140.61,71.0,40.0,16616.0,16656.0,568.0,,6694.0,23917.0,6159.0,454.0,10891.0,6413.0,23917.0,2614.0,-421.0,-2147.0,45.0,2052.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2024,37789.0,32554.0,5235.0,14.0,76.0,757.0,5090.0,26.0,3742.0,187.31,75.0,40.0,17659.0,17699.0,606.0,,7847.0,26153.0,6232.0,484.0,12751.0,6685.0,26153.0,4923.0,-1828.0,-2717.0,379.0,4146.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2025,40923.0,35135.0,5789.0,14.0,71.0,825.0,5934.0,26.0,4376.0,218.91,75.0,40.0,19232.0,19272.0,700.0,,8418.0,28390.0,6283.0,487.0,14384.0,7236.0,28390.0,4297.0,-1703.0,-2815.0,-221.0,3463.0
HEROMOTOCO.NS,Hero MotoCorp,Automobile,2026,47411.0,40366.0,7045.0,15.0,78.0,855.0,7436.0,22.0,5776.0,286.96,64.0,40.0,21571.0,21611.0,779.0,,11063.0,33453.0,6894.0,245.0,19286.0,7028.0,33453.0,8315.0,-4478.0,-3534.0,303.0,7227.0
HINDALCO.NS,Hindalco Industries,Metals,2015,104281.0,95437.0,8844.0,8.0,4178.0,3493.0,340.0,75.0,259.0,4.14,24.0,207.0,38122.0,38329.0,68468.0,,34950.0,141746.0,71959.0,14111.0,12346.0,43330.0,141746.0,7143.0,-3873.0,-2437.0,833.0,1427.0
HINDALCO.NS,Hindalco Industries,Metals,2016,98759.0,90981.0,7778.0,8.0,5134.0,4347.0,-203.0,245.0,-702.0,-1.21,-82.0,207.0,40402.0,40609.0,67552.0,,32986.0,141146.0,85648.0,4214.0,12463.0,38821.0,141146.0,11688.0,-3220.0,-8862.0,-394.0,7636.0
HINDALCO.NS,Hindalco Industries,Metals,2017,100184.0,87867.0,12317.0,12.0,5742.0,4457.0,3315.0,43.0,1882.0,8.47,13.0,223.0,45836.0,46059.0,63817.0,,36268.0,146144.0,84687.0,1814.0,15157.0,44486.0,146144.0,12687.0,-2876.0,-5552.0,4259.0,9818.0
HINDALCO.NS,Hindalco Industries,Metals,2018,115183.0,101488.0,13695.0,12.0,3911.0,4506.0,8157.0,25.0,6083.0,27.1,4.0,223.0,54629.0,54852.0,52074.0,,40088.0,147014.0,85088.0,2063.0,10781.0,49081.0,147014.0,10898.0,5333.0,-16412.0,-181.0,7942.0
HINDALCO.NS,Hindalco Industries,Metals,2019,130542.0,115031.0,15511.0,12.0,3778.0,4777.0,8083.0,32.0,5495.0,24.48,5.0,222.0,57279.0,57501.0,52415.0,,42056.0,151972.0,85860.0,4097.0,9012.0,53003.0,151972.0,11977.0,-5456.0,-5466.0,1055.0,6009.0
HINDALCO.NS,Hindalco Industries,Metals,2020,118144.0,103838.0,14306.0,12.0,4197.0,5091.0,5924.0,36.0,3767.0,16.77,6.0,222.0,58095.0,58317.0,68399.0,,41902.0,168618.0,89195.0,7721.0,9411.0,62291.0,168618.0,12665.0,-7101.0,6610.0,12174.0,5933.0
HINDALCO.NS,Hindalco Industries,Metals,2021,132008.0,114449.0,17559.0,13.0,3738.0,6628.0,6206.0,44.0,3483.0,15.5,19.0,222.0,66311.0,66533.0,67206.0,,55083.0,188822.0,100269.0,10202.0,17133.0,61218.0,188822.0,17232.0,-25280.0,-4882.0,-12930.0,11715.0
HINDALCO.NS,Hindalco Industries,Metals,2022,195059.0,166712.0,28347.0,15.0,3768.0,6729.0,19103.0,28.0,13730.0,61.1,6.0,222.0,77969.0,78191.0,64486.0,,79178.0,221855.0,106874.0,4945.0,14119.0,95917.0,221855.0,16838.0,-6773.0,-6765.0,3300.0,11483.0
HINDALCO.NS,Hindalco Industries,Metals,2023,223202.0,200536.0,22666.0,10.0,3646.0,7086.0,13241.0,24.0,10097.0,44.93,7.0,222.0,94584.0,94806.0,60291.0,,68392.0,223489.0,110626.0,7700.0,14116.0,91047.0,223489.0,19208.0,-7559.0,-10450.0,1199.0,9571.0
HINDALCO.NS,Hindalco Industries,Metals,2024,215962.0,192090.0,23872.0,11.0,3858.0,7521.0,14012.0,28.0,10155.0,45.19,8.0,222.0,105924.0,106146.0,56356.0,,68221.0,230723.0,111810.0,14867.0,15444.0,88602.0,230723.0,24056.0,-14267.0,-10817.0,-1028.0,8378.0
HINDALCO.NS,Hindalco Industries,Metals,2025,238496.0,206691.0,31805.0,13.0,3419.0,7881.0,22337.0,28.0,16002.0,71.2,7.0,222.0,123487.0,123709.0,63929.0,,76662.0,264300.0,116556.0,27397.0,24158.0,96189.0,264300.0,24410.0,-24609.0,-1816.0,-2015.0,4006.0
HINDALCO.NS,Hindalco Industries,Metals,2026,274944.0,240064.0,34880.0,13.0,3480.0,8830.0,18496.0,28.0,13391.0,59.59,8.0,222.0,136361.0,136583.0,99161.0,,112051.0,347795.0,132208.0,47569.0,24958.0,143060.0,347795.0,10250.0,-26583.0,20087.0,3754.0,-19508.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2015,31972.0,26560.0,5412.0,17.0,18.0,322.0,6320.0,31.0,4376.0,20.17,74.0,216.0,3811.0,4027.0,43.0,,10359.0,14430.0,2821.0,516.0,3025.0,8067.0,14430.0,3292.0,138.0,-3462.0,-33.0,3246.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2016,32186.0,26276.0,5910.0,18.0,17.0,353.0,6026.0,31.0,4151.0,19.18,83.0,216.0,6357.0,6573.0,177.0,,8043.0,14793.0,3258.0,408.0,2592.0,8535.0,14793.0,4171.0,-282.0,-3864.0,25.0,3460.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2017,33162.0,26834.0,6328.0,19.0,35.0,432.0,6467.0,31.0,4490.0,20.68,82.0,216.0,6528.0,6744.0,277.0,,8685.0,15706.0,4419.0,229.0,3794.0,7264.0,15706.0,5185.0,-1173.0,-4214.0,-202.0,4248.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2018,35545.0,28046.0,7499.0,21.0,26.0,520.0,7306.0,28.0,5227.0,24.09,83.0,216.0,7065.0,7281.0,0.0,,10581.0,17862.0,4528.0,461.0,2873.0,10000.0,17862.0,6059.0,-1063.0,-4975.0,21.0,5196.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2019,39310.0,30430.0,8880.0,23.0,33.0,565.0,8604.0,30.0,6060.0,27.97,78.0,216.0,7651.0,7867.0,99.0,,10663.0,18629.0,4715.0,406.0,2716.0,10792.0,18629.0,5800.0,-438.0,-5390.0,-28.0,5046.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2020,39783.0,29922.0,9861.0,25.0,118.0,1002.0,9165.0,26.0,6756.0,31.17,80.0,216.0,8013.0,8229.0,0.0,,11924.0,20153.0,5479.0,597.0,1255.0,12822.0,20153.0,7623.0,1791.0,-6819.0,2595.0,6813.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2021,47028.0,35402.0,11626.0,25.0,117.0,1074.0,10605.0,25.0,7999.0,34.03,119.0,235.0,47439.0,47674.0,0.0,,21066.0,68740.0,51443.0,745.0,2709.0,13843.0,68740.0,9163.0,-1228.0,-9309.0,-1374.0,5097.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2022,52446.0,39589.0,12857.0,25.0,106.0,1091.0,11879.0,25.0,8892.0,37.79,90.0,235.0,48826.0,49061.0,1043.0,,20402.0,70506.0,51473.0,1313.0,3521.0,14199.0,70506.0,9048.0,-1728.0,-8015.0,-695.0,7995.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2023,60580.0,46433.0,14147.0,23.0,114.0,1137.0,13344.0,24.0,10143.0,43.07,91.0,235.0,50069.0,50304.0,1219.0,,21554.0,73077.0,52678.0,1132.0,2882.0,16385.0,73077.0,9991.0,-1484.0,-8953.0,-446.0,8980.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2024,61896.0,47237.0,14659.0,24.0,334.0,1216.0,13926.0,26.0,10282.0,43.74,96.0,235.0,50983.0,51218.0,1484.0,,25787.0,78489.0,53744.0,1025.0,4625.0,19095.0,78489.0,15469.0,-5324.0,-10034.0,111.0,14012.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2025,61328.0,46630.0,14698.0,24.0,381.0,1253.0,14419.0,26.0,10671.0,45.32,117.0,235.0,49167.0,49402.0,1648.0,,28813.0,79863.0,54335.0,1009.0,3810.0,20709.0,79863.0,11886.0,6473.0,-13101.0,5258.0,10624.0
HINDUNILVR.NS,Hindustan Unilever,FMCG,2026,64468.0,49429.0,15039.0,23.0,410.0,1333.0,18219.0,17.0,15059.0,64.01,64.0,235.0,48504.0,48739.0,1478.0,,29521.0,79738.0,57428.0,880.0,4359.0,17071.0,79738.0,10999.0,-3676.0,-10810.0,-3487.0,9667.0
ICICIBANK.NS,ICICI Bank,Financial Services,2015,54964.0,38766.0,-16120.0,-29.0,32318.0,798.0,18334.0,29.0,12942.0,19.2,24.0,1160.0,83545.0,84705.0,119165.0,478042.0,144167.0,826079.0,5871.0,0.0,274311.0,545897.0,826079.0,-12273.0,-13175.0,24827.0,-621.0,-13481.0
ICICIBANK.NS,ICICI Bank,Financial Services,2016,59294.0,52252.0,-26955.0,-45.0,33996.0,843.0,14304.0,24.0,10927.0,15.92,29.0,1163.0,92948.0,94111.0,189054.0,482401.0,153190.0,918756.0,8713.0,0.0,286044.0,623999.0,918756.0,23645.0,-12060.0,5814.0,17399.0,22867.0
ICICIBANK.NS,ICICI Bank,Financial Services,2017,60940.0,63841.0,-37737.0,-62.0,34836.0,912.0,13809.0,18.0,11340.0,15.9,14.0,1165.0,103467.0,104632.0,170670.0,530204.0,180219.0,985725.0,9338.0,0.0,304373.0,672013.0,985725.0,52636.0,-1711.0,-35470.0,15455.0,51334.0
